#mpa_vJan21_CHOCOPhlAnSGB_202103
clade_name	R10_S209_L002_R1_001.fastqd_metagenome	R11_S210_L002_R1_001.fastqd_metagenome	R12_S211_L002_R1_001.fastqd_metagenome	R13_S212_L002_R1_001.fastqd_metagenome	R14_S213_L002_R1_001.fastqd_metagenome	R15_S214_L002_R1_001.fastqd_metagenome	R16_S215_L002_R1_001.fastqd_metagenome	R17_S216_L002_R1_001.fastqd_metagenome	R18_S217_L002_R1_001.fastqd_metagenome	R19_S218_L002_R1_001.fastqd_metagenome	R1_S200_L002_R1_001.fastqd_metagenome	R20_S219_L002_R1_001.fastqd_metagenome	R21_S220_L002_R1_001.fastqd_metagenome	R22_S221_L002_R1_001.fastqd_metagenome	R2_S201_L002_R1_001.fastqd_metagenome	R3_S202_L002_R1_001.fastqd_metagenome	R4_S203_L002_R1_001.fastqd_metagenome	R5_S204_L002_R1_001.fastqd_metagenome	R6_S205_L002_R1_001.fastqd_metagenome	R7_S206_L002_R1_001.fastqd_metagenome	R8_S207_L002_R1_001.fastqd_metagenome	R9_S208_L002_R1_001.fastqd_metagenome
k__Bacteria|p__Bacteroidetes|c__CFGB9375|o__OFGB9375|f__FGB9375|g__GGB27770|s__GGB27770_SGB40184|t__SGB40184	0.25526	0.17809	0.64118	0.16525	0.00492	0.20753	0.06296	0.20674	0.24154	0.02677	0.07438	0.02451	0.21152	0.17083	0.19176	0.12136	0.07953	0.11746	0.15906	0.02361	0.32179	0.08194
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_D16_54|t__SGB29422	0.24823	0.02124	0.26753	0.00687	0.00833	0.21058	0.02959	0.11297	0.27236	0.00197	0.02826	0.03138	0.09135	0.00271	0.0421	0.01148	0.02878	0.02494	0.0	0.00122	0.09965	0.02045
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB24102|s__GGB24102_SGB35895|t__SGB35895	0.23166	0.02979	1.06349	0.40075	0.02452	0.3314	0.0499	0.1577	0.14	0.06593	0.09952	0.03509	0.48046	0.75704	0.40132	0.32391	0.07922	0.16469	0.13277	0.10074	0.24207	0.25725
k__Bacteria|p__Firmicutes|c__CFGB10348|o__OFGB10348|f__FGB10348|g__GGB31851|s__GGB31851_SGB45230|t__SGB45230	0.22754	0.0	0.0	0.11028	0.0	0.0	0.03	0.03654	0.10338	0.00016	0.0	0.0	0.0	0.0	0.23885	0.0	0.0128	0.03779	0.02698	0.0021	0.09745	0.04672
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp|t__SGB35892	0.22385	0.48879	0.11948	0.14052	0.00107	0.37138	0.1048	0.17036	0.10615	0.01444	0.25857	0.00084	0.0316	0.01008	0.44662	0.48773	0.36953	0.21208	0.51019	0.03536	0.26533	0.12407
k__Bacteria|p__Bacteroidetes|c__CFGB9388|o__OFGB9388|f__FGB9388|g__GGB27866|s__GGB27866_SGB40300|t__SGB40300	0.2193	0.10049	0.42227	0.09387	0.04395	0.29864	0.15871	0.61812	0.43816	0.07845	0.21121	0.14333	0.07814	0.12668	0.0746	0.36435	0.0625	0.42985	0.11269	0.13814	0.51798	0.19002
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41401	0.21516	0.05607	0.25458	0.04036	0.22853	0.11887	0.2953	0.19002	0.38528	0.07336	0.06831	0.05837	0.19568	0.10546	0.13323	0.06084	0.1389	0.03956	0.14823	0.02062	0.05819	0.02981
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB27872|s__GGB27872_SGB40306|t__SGB40306	0.21423	0.23134	0.12279	0.12025	0.0043	0.17404	0.25874	0.24146	0.15921	0.1502	0.20268	0.11618	0.04878	0.13069	0.12956	0.21465	0.28921	0.22409	0.24811	0.08935	0.32154	0.27594
k__Bacteria|p__Firmicutes|c__CFGB10348|o__OFGB10348|f__FGB10348|g__GGB31851|s__GGB31851_SGB45231|t__SGB45231	0.21407	0.0	0.19248	0.01404	0.0006	0.024	0.01216	0.39691	1.41503	0.00435	0.0555	0.00502	0.01744	0.0329	0.43153	0.04395	0.01311	0.08426	0.01577	0.0	0.17543	0.00602
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_unclassified_SGB41645|t__SGB41645	0.21119	0.01651	0.26719	0.03335	0.05666	0.17974	0.09349	0.07851	0.19592	0.00744	0.0	0.05075	0.27123	0.10828	0.00028	0.00319	0.02915	0.0185	0.0	0.00348	0.04462	0.00549
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis|t__SGB1836_group	0.20858	1.25619	1.12126	0.25186	0.0	1.01226	0.33419	0.2569	0.1724	0.0335	0.47717	0.06204	0.04428	0.18353	1.01682	0.40835	0.73082	0.32	1.23387	0.1756	0.79724	0.42955
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Acutalibacter|s__Acutalibacter_muris|t__SGB7269	0.20638	0.00157	0.35774	0.01587	0.0	0.01629	0.01982	0.30526	0.53349	0.0	0.0	0.0	0.11986	0.03998	0.00991	0.00336	0.0	0.00832	0.0	0.0014	0.06535	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__GGB30413|s__GGB30413_SGB43452|t__SGB43452	0.20495	0.06204	0.0	0.02016	0.0	0.01718	0.05811	0.1258	0.24373	0.00036	0.0	0.0	0.01461	0.00717	0.00125	0.0331	0.00688	0.0093	0.02739	0.00094	0.05358	0.03104
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_0_1xD8_82|t__SGB29425	0.19595	0.05382	0.1261	0.08996	0.02073	0.03598	0.06613	0.09198	0.17936	0.00416	0.00747	0.00348	0.01976	0.02383	0.01691	0.0032	0.00872	0.03629	0.08011	0.00343	0.0413	0.01714
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827|f__FGB9827|g__GGB29531|s__GGB29531_SGB42317|t__SGB42317	0.191	0.00256	0.17438	0.09058	0.00186	0.03556	0.1543	0.22765	0.37854	0.01832	0.00021	0.01373	0.13577	0.11177	0.11717	0.0	0.00056	0.0	0.0	0.0	0.09543	0.03932
k__Bacteria|p__Proteobacteria|c__CFGB9318|o__OFGB9318|f__FGB9318|g__GGB27478|s__GGB27478_SGB39772|t__SGB39772	0.17767	0.52087	0.04927	0.35975	4e-05	0.11014	0.18708	0.19763	0.243	0.58528	0.1244	0.07033	0.23987	0.15885	0.40133	0.29716	0.35126	0.72883	0.3297	0.20501	0.15133	0.21096
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28851|s__GGB28851_SGB41518|t__SGB41518	0.1771	0.042	0.06771	0.95775	0.49731	0.03425	1.5244	0.09581	0.16528	0.13267	0.36538	0.00719	0.16539	0.51138	0.91524	0.00791	0.18135	0.3427	0.74692	0.0221	0.36104	0.15316
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_caecimuris|t__SGB14802	0.17684	0.21699	0.07117	0.17018	0.92527	0.24539	0.27196	0.57096	0.40847	0.32883	0.36689	0.48639	0.44743	0.33972	0.06392	0.37526	0.30855	0.23671	0.20758	0.20193	0.32279	0.46718
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB27792|s__GGB27792_SGB40208|t__SGB40208	0.17258	0.26265	0.84205	0.3367	0.00084	0.24432	0.06661	0.73648	0.29201	0.05733	0.09441	0.02223	0.08722	0.23596	0.70737	0.13447	0.25336	0.08793	0.19825	0.07668	0.34459	0.29621
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28968|s__GGB28968_SGB41679|t__SGB41679	0.1719	0.02536	0.08293	0.1386	0.01991	0.02492	0.08144	0.13824	0.22619	0.01709	0.02888	0.01617	0.06647	0.02815	0.04865	0.00779	0.01675	0.07492	0.05832	0.00513	0.07168	0.04069
k__Bacteria|p__Bacteroidetes|c__CFGB7480|o__OFGB7480|f__FGB7480|g__GGB27697|s__GGB27697_SGB40070|t__SGB40070	0.1664	0.15458	0.04507	0.16228	0.00054	0.14122	0.11747	0.13718	0.08435	0.06068	0.2119	0.0139	0.035	0.04183	0.21041	0.11295	0.04843	0.17183	0.11432	0.09786	0.17554	0.15674
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB9318|o__OFGB9318|f__FGB9318|g__GGB27482|s__GGB27482_SGB39778|t__SGB39778	0.16571	0.40167	0.55347	0.02483	0.00165	0.48996	0.48976	0.08515	0.10182	0.01306	0.80484	0.05812	0.01309	0.01224	0.03174	0.18299	0.47157	0.12677	0.267	0.2272	0.04223	0.14674
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_acidifaciens|t__SGB27814	0.16526	1.21184	0.78206	0.3304	0.0	1.83116	0.09589	0.33664	0.22635	0.04718	0.49808	0.06361	0.05304	0.12511	0.63828	0.21665	0.82898	0.17356	1.28697	0.09463	0.09191	0.15149
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_28_4|t__SGB7272	0.16419	0.09486	0.01034	0.38314	0.00215	0.25013	0.10303	0.04258	0.05334	0.04698	0.52933	0.01614	0.03909	0.01899	0.03485	0.11615	0.0	0.43688	0.00383	0.0243	0.07267	0.00053
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Bacteria_unclassified_SGB41586|t__SGB41586	0.16228	0.01053	0.0	0.0	0.00257	0.04329	0.04801	0.0	0.0	0.00721	0.0	0.00084	0.00384	0.00566	0.0	0.0	0.0	0.04101	0.0	0.0	0.02808	0.01203
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_1XD42_54|t__SGB29418	0.15304	0.1417	0.16924	0.01496	0.10715	0.10329	0.16384	0.60278	0.3593	0.35692	0.07913	0.18758	0.02465	0.06064	0.02994	0.06976	0.13204	0.02751	0.04463	0.18832	0.21922	0.48782
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30448|s__GGB30448_SGB43503|t__SGB43503	0.15221	0.01004	0.01678	0.0	0.0	0.00536	0.11135	0.07169	0.12953	0.0	0.0	0.0	0.0	0.00172	0.0	0.00315	0.0	0.00435	0.01187	0.0	0.01014	0.02352
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__GGB30286|s__GGB30286_SGB43248|t__SGB43248	0.15185	0.04774	0.00318	0.04653	0.0	0.0131	0.09717	0.06959	0.08197	0.0	0.00182	0.0	0.00441	0.00142	0.03397	0.00987	0.01117	0.03851	0.12829	0.0	0.04779	0.03667
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_D16_63|t__SGB33556	0.15135	0.0703	0.44156	0.03728	0.28813	0.30641	0.04088	0.11143	0.06923	0.05055	0.12478	0.3246	0.64864	0.1642	0.11455	0.23864	0.42966	0.1698	0.04107	0.06891	0.08488	0.07147
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30473|s__GGB30473_SGB43557|t__SGB43557	0.15094	0.04821	0.30621	0.10335	0.00283	0.08242	0.06751	0.21394	0.242	0.01664	0.07735	0.02054	0.08245	0.08867	0.09111	0.04376	0.07657	0.04928	0.04848	0.03709	0.10473	0.10196
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB24102|s__GGB24102_SGB40205|t__SGB40205	0.1498	0.16736	2.0116	0.00743	0.0	0.61774	0.02315	0.29939	0.28182	0.01705	0.05768	0.01398	0.07354	0.06719	0.11357	0.05866	0.0	0.07785	0.0661	0.00681	0.19271	0.06673
k__Bacteria|p__Firmicutes|c__CFGB9659|o__OFGB9659|f__FGB9659|g__GGB29003|s__GGB29003_SGB41719|t__SGB41719	0.14583	0.21993	0.01322	0.02164	0.0	0.02797	0.00981	0.12102	0.25122	0.00087	0.03471	0.02152	0.00574	0.00136	0.05582	0.09642	0.08216	0.113	0.08297	0.00053	0.11987	0.01201
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB28422|s__GGB28422_SGB41005|t__SGB41005	0.13707	0.0	0.01522	0.04746	0.0	0.00622	0.03797	0.10031	0.07428	0.00457	0.0125	0.0	0.06017	0.03965	0.66495	0.01151	0.00408	0.02322	0.0	0.02882	0.06071	0.03967
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae_unclassified|s__Muribaculaceae_bacterium_Isolate_013_NCI|t__SGB27767	0.13659	0.06009	0.03937	0.04772	0.00061	0.0262	0.2126	0.21717	0.1116	0.05051	0.31502	0.03729	0.10213	0.03479	0.02332	0.09501	0.10883	0.11429	0.02029	0.09677	0.25778	0.11356
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Phocaeicola|s__Phocaeicola_vulgatus|t__SGB1814	0.13424	0.11469	0.35321	0.23966	0.00363	0.38976	0.13247	0.14221	0.07451	0.02179	0.15177	0.0044	0.00214	0.00661	0.67928	0.08936	0.4309	0.05563	0.03481	0.10908	0.54096	0.18677
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28879|s__GGB28879_SGB41559|t__SGB41559	0.12393	0.0	0.17239	0.00385	0.0	0.0097	0.00885	0.00962	0.00465	0.0	0.03678	0.00083	0.00077	0.00079	0.0	0.00261	0.0	0.17793	0.01053	0.00021	0.01954	0.00579
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_sp_Z80|t__SGB40792	0.11885	0.66072	0.139	0.38409	0.00238	0.26104	0.32126	0.23869	0.16352	0.09978	0.8965	0.00416	0.20742	0.16175	0.67655	1.06493	0.1151	0.52323	0.33093	0.23957	0.1317	0.42918
k__Bacteria|p__Firmicutes|c__CFGB8123|o__OFGB8123|f__FGB8123|g__GGB28956|s__GGB28956_SGB41665|t__SGB41665	0.11641	0.0	0.12033	0.08347	0.04449	0.06847	0.05396	0.1329	0.24637	0.00828	0.01752	0.02333	0.06109	0.0323	0.04748	0.02131	0.02077	0.04976	0.01289	0.00167	0.0496	0.01405
k__Bacteria|p__Firmicutes|c__CFGB9639|o__OFGB9639|f__FGB9639|g__GGB28934|s__GGB28934_SGB41635|t__SGB41635	0.1049	0.03252	0.01582	0.12407	0.00036	0.01799	0.25226	0.10426	0.19185	0.04853	0.0136	0.01165	0.00353	0.00372	0.07369	0.01265	0.02209	0.05272	0.05659	0.00321	0.08801	0.07291
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Bacteria_unclassified_SGB41677|t__SGB41677	0.10302	0.00834	0.03955	0.00273	0.00864	0.00589	0.00823	0.02828	0.07536	0.0	0.0	0.0	0.01626	0.00261	0.01374	0.00246	0.00439	0.01852	0.0	0.0	0.02609	0.0041
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB29009|s__GGB29009_SGB41729|t__SGB41729	0.09992	0.40945	0.01785	0.21057	0.22729	0.00966	0.0	0.00965	0.00912	0.0	0.0	0.0	0.05884	0.02773	0.0	0.07435	0.01314	0.1229	0.41592	0.0	0.01123	0.0011
k__Bacteria|p__Firmicutes|c__CFGB9479|o__OFGB9479|f__FGB9479|g__GGB28330|s__GGB28330_SGB40904|t__SGB40904	0.09907	0.0634	0.00564	0.19935	0.0	0.03525	0.2618	0.17191	0.29931	0.02917	0.09115	0.00323	0.02712	0.02265	0.03155	0.02749	0.03537	0.04252	0.1485	0.01172	0.12947	0.07081
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_1xD8_48|t__SGB41627	0.09812	0.00867	0.01859	0.0238	0.0	0.02055	0.0635	0.1063	0.11139	0.00221	0.00592	0.0	0.00161	0.00405	0.01389	0.01853	0.00625	0.0206	0.01445	0.0	0.02609	0.03209
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB29005|s__GGB29005_SGB41723|t__SGB41723	0.09722	0.0	0.67852	0.0	0.0	0.0	0.05683	0.01177	0.02358	0.03385	0.00045	0.0	0.11572	0.01881	0.00395	0.43515	0.42714	1.42436	0.33871	0.00173	0.02004	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_D16_29|t__SGB43538	0.09572	0.09193	0.04832	0.03995	0.0	0.04015	0.05928	0.1302	0.24046	0.0011	0.06462	0.00425	0.05275	0.00864	0.05912	0.02205	0.0187	0.04329	0.23016	0.00116	0.07359	0.07603
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Rikenellaceae_unclassified|s__Rikenellaceae_bacterium|t__SGB48104	0.09552	0.08429	0.1952	0.02224	0.0	0.11129	0.08003	0.07671	0.05136	0.01554	0.08654	0.00653	0.02856	0.02935	0.1354	0.07561	0.37952	0.09197	0.14945	0.07418	0.05055	0.09083
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__GGB28250|s__GGB28250_SGB40793|t__SGB40793	0.09533	0.12901	0.08894	0.00233	0.0	0.11136	0.04639	0.05271	0.03493	0.01264	0.1216	0.00184	0.00197	0.00408	0.12091	0.13901	0.04265	0.04236	0.09145	0.04534	0.08557	0.0634
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis|t__SGB1934	0.09312	0.19055	0.14192	0.19377	6e-05	0.11419	0.09459	0.02838	0.0149	0.0305	0.05437	0.0	0.00184	0.00823	0.20069	0.11407	0.26936	0.03961	0.27192	0.10389	0.05269	0.21542
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30457|s__GGB30457_SGB43521|t__SGB43521	0.09252	0.01565	0.00148	0.00196	0.0	0.00716	0.03054	0.11338	0.08497	0.0	0.0	0.0	0.01113	0.00735	0.0	0.0029	0.0	0.01281	0.01195	0.0	0.02402	0.00985
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_MD308|t__SGB41427	0.09129	0.25569	0.01095	0.0	0.0	0.20332	0.19913	0.2528	0.44606	0.49879	0.84738	0.03124	0.0	0.0	0.58504	0.63866	0.8648	0.65113	0.60279	0.00912	0.44734	0.08879
k__Bacteria|p__Firmicutes|c__CFGB9629|o__OFGB9629|f__FGB9629|g__GGB28839|s__GGB28839_SGB41503|t__SGB41503	0.0867	0.092	1.23477	0.04466	0.0	0.03796	0.10411	0.03199	0.04643	0.00956	0.0137	0.02344	0.03331	0.00913	0.14546	0.07357	0.04107	0.0622	0.1016	0.00137	0.0	0.06348
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_mucosicola|t__SGB33554	0.08311	0.08216	0.10148	0.06886	0.29671	0.11324	0.0733	0.20301	0.14808	0.13562	0.14627	0.27409	0.16594	0.11087	0.05279	0.19818	0.18667	0.10093	0.08041	0.09477	0.11252	0.15764
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28861|s__GGB28861_SGB41531|t__SGB41531	0.0772	0.0	0.0	0.04985	0.00646	0.0	0.00375	0.2174	0.34911	0.0	0.0	0.0	0.00064	0.00079	0.0	0.0	0.0	0.0	0.0	0.0	0.23104	0.00115
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30448|s__GGB30448_SGB43504|t__SGB43504	0.07706	0.03883	0.02703	0.00277	0.0	0.02356	0.07031	0.1513	0.2397	0.0	0.0045	0.00162	0.00435	0.01002	0.02297	0.00782	0.00212	0.03753	0.03696	0.00103	0.03159	0.02344
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_intestinalis|t__SGB7055	0.07669	0.89429	0.15699	0.73422	0.0	2.36391	1.01313	1.34789	0.82623	16.75799	0.00146	16.56839	32.55848	11.04584	0.13667	1.20442	0.04493	0.036	0.1807	0.23676	0.13095	0.09604
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28772|s__GGB28772_SGB41425|t__SGB41425	0.07502	0.0289	0.08453	0.0	0.00133	0.17404	0.02251	0.05715	0.10607	0.00152	0.04093	0.09249	0.04215	0.02253	0.0235	0.0	0.00372	0.03631	0.08349	0.0023	0.02402	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_bacterium|t__SGB59899	0.07456	0.15966	0.01443	0.00242	0.0	0.14942	0.11822	0.03766	0.02297	0.00429	0.16901	0.0005	0.00899	0.00526	0.05781	0.10875	0.03041	0.05339	0.08903	0.02006	0.04193	0.05814
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Bacteria_unclassified_SGB44461|t__SGB44461	0.07436	0.06899	0.10267	0.65464	0.01413	0.04878	0.07582	0.43614	0.50998	0.02725	0.01261	0.20281	1.13182	0.30284	0.10694	0.02559	0.0	0.01101	0.05285	0.02627	0.13169	0.00179
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_sp_NM82_D38|t__SGB9265	0.07318	0.13187	0.02591	0.37898	0.03154	0.07794	0.20628	0.13892	0.08498	0.3074	0.15464	0.26312	0.10571	0.35864	0.0972	0.09813	0.25488	0.09605	0.16415	0.17697	0.25505	0.2733
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28803|s__GGB28803_SGB41457|t__SGB41457	0.07191	0.11533	0.0006	0.0	0.03007	0.08231	0.05402	0.11174	0.20008	0.01846	0.02504	0.00349	0.05928	0.01461	0.05366	0.01448	0.03847	0.12222	0.174	0.00109	0.09243	0.04034
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_muris|t__SGB33553	0.06994	0.30377	0.50352	0.34744	2.04967	0.40041	0.16763	0.32114	0.22215	0.57652	0.43359	0.49551	1.44299	0.70745	0.19232	0.34265	0.37892	0.23234	0.22445	0.26458	0.12251	0.24486
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified|f__Alphaproteobacteria_unclassified|g__GGB30620|s__GGB30620_SGB43754|t__SGB43754	0.06966	0.05396	0.0	0.03261	0.0	0.05523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00953	0.03977	0.0	0.01681	0.03013	0.00199	0.00095	0.09518
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_1XD42_76|t__SGB41647	0.06754	0.06434	0.1447	0.08097	0.01417	0.05641	0.08889	0.0538	0.10356	0.02278	0.05444	0.01901	0.08735	0.01391	0.07948	0.02452	0.11714	0.12716	0.10644	0.00221	0.0533	0.03396
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28846|s__GGB28846_SGB41513|t__SGB41513	0.06612	0.0067	0.0	0.00125	0.00697	0.0	0.03367	0.0034	0.01052	0.00018	0.0	0.00108	0.00077	0.0	0.00295	0.00066	0.0	0.01067	0.04152	0.0	0.02313	0.00232
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Neglecta|s__Neglecta_sp_X4|t__SGB43257	0.06519	0.06847	0.41765	0.01303	0.00344	0.16542	0.33339	0.14135	0.21136	0.00693	0.02569	0.01697	0.14991	0.08644	0.09967	0.00792	0.04567	0.05444	0.14982	0.00808	0.18343	0.11117
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB27885|s__GGB27885_SGB40319|t__SGB40319	0.06423	0.11499	0.06866	0.07144	0.00899	0.1634	0.09126	0.12808	0.07627	0.06195	0.12642	0.02073	0.03776	0.02602	0.06015	0.17823	0.1916	0.12157	0.20264	0.09227	0.0666	0.19892
k__Bacteria|p__Bacteria_unclassified|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28888|s__GGB28888_SGB41569|t__SGB41569	0.06197	0.0	0.43464	0.05064	0.00278	0.06745	0.10357	0.29721	0.16218	0.00034	0.0	0.03679	0.36315	0.1104	0.10784	0.00153	0.00372	0.00217	0.05307	0.00132	0.03385	0.02716
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB27776|s__GGB27776_SGB40190|t__SGB40190	0.0606	0.25468	0.11569	0.02546	0.00095	0.40296	0.07315	0.06798	0.04044	0.01708	0.06839	0.00216	0.02074	0.02709	0.22514	0.08238	0.43682	0.07258	0.27514	0.05755	0.06347	0.09002
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28766|s__GGB28766_SGB41417|t__SGB41417	0.06028	0.12775	0.18992	0.5223	3.16043	0.20245	0.80936	0.16651	0.29863	0.29938	0.41021	0.16022	0.24272	0.10416	0.85194	0.0508	0.07777	0.23541	0.19987	0.03829	0.08334	0.28825
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified|f__Alphaproteobacteria_unclassified|g__GGB30667|s__GGB30667_SGB43809|t__SGB43809	0.0592	0.07914	0.0	0.01071	0.0	0.05318	0.0	0.0	0.0	0.0	0.01544	0.0	0.0	0.0	0.00735	0.0247	0.0	0.01949	0.07587	0.00182	0.00099	0.05064
